name,mnth,cnt
WebApi/Lock/ADH,2020-12,2
Client/RequestForEdit/CONSMPTN,2020-12,49
WebApi/RequestToEdit/CONSMPTN,2020-12,53
Client/UpgradeVersionCAD,2020-12,18
WebApi/AutoLock/PAW,2020-12,4
WebApi/Init/PAW,2020-12,6
WebApi/Refresh/PAW,2020-12,7
Client/Init/PAW,2020-12,6
Client/SetVersionMessagePAW,2020-12,6
Client/InitStateSetupPAW,2020-12,9
Client/Refresh/PAW,2020-12,6
Client/RefreshVersionCommentsPAW,2020-12,6
Client/GetOpportunityDataPAW,2020-12,4
Client/Save/PAW,2020-12,3
WebApi/Save/PAW,2020-12,3
Client/Lock/AMO,2020-12,9
WebApi/AutoLock/WPM,2020-12,7
Client/WriteOpportunityDetailsWPM,2020-12,7
WebApi/Estimate/O365,2020-12,66
Client/UnPublishFromCompassOneECAS,2020-12,1
WebApi/Refresh/ECAS,2020-12,20
WebApi/Init/ECAS,2020-12,15
Client/RefreshVersionCommentsECAS,2020-12,15
Client/GetOpportunityDataECAS,2020-12,12
Client/Refresh/ECAS,2020-12,15
Client/Init/ECAS,2020-12,15
Client/InitStateSetupECAS,2020-12,40
Client/SetVersionMessageECAS,2020-12,47
Client/Save/WPM,2020-12,24
Client/Estimate/WPM,2020-12,10
Client/PublishToCompassOneWPM,2020-12,14
WebApi/Estimate/WPM,2020-12,11
WebApi/Save/WPM,2020-12,11
Client/Unlock/AMO,2020-12,21
WebApi/Lock/AMO,2020-12,8
WebApi/Estimate/DSEMW,2021-03,9
Client/UpgradeVersionCAD,2021-03,9
SearchEntity: smc-search-index,2021-03,17
Client/UnPublishFromCompassOneAMO2012,2021-03,19
Client/Init/AWC2003,2021-03,12
Client/SetVersionMessageAWC2003,2021-03,25
Client/InitStateSetupAWC2003,2021-03,25
Client/Refresh/AWC2003,2021-03,9
Client/RefreshVersionCommentsAWC2003,2021-03,9
WebApi/AutoLock/AWC2003,2021-03,6
WebApi/Refresh/AWC2003,2021-03,14
WebApi/Init/AWC2003,2021-03,12
Client/PublishToCompassOneAMO2012,2021-03,58
Client/Refresh/WPM1.1,2021-03,8
Client/InitStateSetupWPM1.1,2021-03,15
Client/RefreshVersionCommentsWPM1.1,2021-03,7
WebApi/Init/WPM1.1,2021-03,12
WebApi/Refresh/WPM1.1,2021-03,10
Client/UnPublishFromCompassOneMADMW1.2,2021-03,17
Client/DownloadTemplateAMO2012,2021-03,3
WebApi/UnLock/AWC2003,2021-03,4
Client/Unlock/AWC2003,2021-03,3
Client/Init/WPM1.1,2021-03,12
Client/Init/MADMW1.1,2021-03,7
Client/SetVersionMessageMADMW1.1,2021-03,5
Client/InitStateSetupMADMW1.1,2021-03,8
WebApi/Init/MADMW1.1,2021-03,7
Client/Refresh/MADMW1.1,2021-03,5
Client/GetOpportunityDataMADMW1.1,2021-03,4
Client/RefreshVersionCommentsMADMW1.1,2021-03,5
Client/SavingCLOUDMO6.2,2021-03,19
Client/GetLatestOpportunityMetaDataEventCLOUDMO6.2,2021-03,1
Client/DownloadTemplateMADMW1.2,2021-03,6
SearchAction: Customer Opportunities,2021-03,19
Client/Save/CLOUDMO6.2,2021-03,119
WebApi/Estimate/CLOUDMO6.2,2021-03,110
WebApi/Save/CLOUDMO6.2,2021-03,111
Client/Estimate/CLOUDMO6.2,2021-03,97
WebApi/Refresh/MADMW1.1,2021-03,6
Client/WriteOpportunityDetailsMIMIS,2021-03,6
Client/InitStateSetupASF,2021-03,27
Client/SetVersionMessageASF,2021-03,26
Client/Init/ASF,2021-03,13
WebApi/Init/ASF,2021-03,14
WebApi/Refresh/ASF,2021-03,17
Client/Refresh/ASF,2021-03,12
Client/GetOpportunityDataASF,2021-03,7
Client/RefreshVersionCommentsASF,2021-03,12
WebApi/AutoLock/ASF,2021-03,7
WebApi/Estimate/ASF,2021-03,7
WebApi/Save/ASF,2021-03,7
Client/Save/ASF,2021-03,7
Client/Estimate/ASF,2021-03,7
Client/ForceReleaseCheckOutCAD,2021-04,18
Client/ForceReleaseCheckOutD365,2021-04,39
WebApi/Estimate/SMCD365,2021-09,69
Client/SavingCONSMPTN,2021-09,95
CONSMPTN-UserActions,2021-09,69
Client/Unlock/CONSMPTN,2021-09,217
Client/GetOpportunityDataCONSMPTN,2021-09,204
WebApi/AutoLock/AzCF2009,2021-09,84
WebApi/Init/AzCF2009,2021-09,141
Client/InitStateSetupAzCF2009,2021-09,222
Client/SetVersionMessageAzCF2009,2021-09,216
Client/Init/AzCF2009,2021-09,103
Client/UnPublishFromCompassOneAMO2104,2021-09,21
WebApi/Refresh/AMO2104,2021-09,135
Client/SavingAMO2104,2021-09,6
Client/Refresh/AMO2104,2021-09,107
Client/SetVersionMessageAMO2104,2021-09,245
Client/InitStateSetupAMO2104,2021-09,224
Client/RefreshVersionCommentsAMO2104,2021-09,107
WebApi/Save/AMO2104,2021-09,115
WebApi/Estimate/AMO2104,2021-09,71
Client/Save/AMO2104,2021-09,113
Client/Estimate/AMO2104,2021-09,69
Client/Unlock/D365,2021-09,196
WebApi/UnLock/D365,2021-09,258
Client/PublishToCompassOneCAD,2021-09,219
Client/PublishToCompassOneAMO2104,2021-09,27
Client/InitStateSetupMADMW1.2,2021-09,8
Client/Init/MADMW1.2,2021-09,6
WebApi/Refresh/MADMW1.2,2021-09,6
Client/RefreshVersionCommentsMADMW1.2,2021-09,4
Client/Refresh/MADMW1.2,2021-09,4
WebApi/Init/MADMW1.2,2021-09,6
Client/SavingD365,2021-09,301
Client/WriteOpportunityDetailsWPM1.3,2021-09,30
WebApi/Init/AMO2104,2021-09,105
WebApi/AutoLock/AMO2104,2021-09,39
Client/GetOpportunityDataAMO2104,2021-09,71
Client/Init/AMO2104,2021-09,103
WebApi/CreateVersion/Microsoft.OneEstimator.Services.Entities.AppInsightData,2021-09,18
WebApi/Init/MWSC-LED,2021-09,146
Client/UnPublishFromCompassOneWPM1.3,2021-09,25
SearchEntity: zazurecloudairequirement-index,2021-09,66
WebApi/AutoLock/MADMW1.3,2021-09,50
SearchEntity: modernworkofferingsrequirement-index,2021-09,29
Client/PublishToCompassOneD365,2021-09,137
WebApi/UnLock/AzCF2009,2021-09,55
Client/WriteOpportunityDetailsCAD,2021-09,94
Client/UpgradeVersionCAD,2021-09,32
Client/DownloadTemplateCAD,2021-09,42
WebApi/UnLock/SECOFFERS_CCE,2021-09,10
WebApi/Refresh/AzCF2009,2021-09,152
Client/Refresh/AzCF2009,2021-09,97
Client/RefreshVersionCommentsAzCF2009,2021-09,97
Client/GetOpportunityDataAzCF2009,2021-09,69
WebApi/Lock/CONSMPTN,2021-09,69
Client/Lock/CONSMPTN,2021-09,67
SearchAction: undefined,2021-09,128
WebApi/ExecuteSaveQuery,2021-09,270
SearchEntity: consumption-savedsearch-index,2021-09,98
WebApi/Refresh/CLOUDMO,2021-09,3
WebApi/Init/CLOUDMO,2021-09,3
WebApi/AutoLock/CLOUDMO,2021-09,1
Client/RefreshVersionCommentsCLOUDMO,2021-09,3
Client/GetOpportunityDataCLOUDMO,2021-09,3
Client/Refresh/CLOUDMO,2021-09,3
Client/InitStateSetupCLOUDMO,2021-09,3
Client/SetVersionMessageCLOUDMO,2021-09,3
Client/Init/CLOUDMO,2021-09,3
Client/Lock/WPM1.3,2021-09,28
WebApi/Lock/WPM1.3,2021-09,27
WebApi/UnLock/CLOUDMO,2021-09,1
Client/ForceReleaseCheckOutCAD,2021-09,20
Client/PublishToCompassOneMADMW1.3,2021-09,50
Client/UnPublishFromCompassOneMADMW1.3,2021-09,3
WebApi/Lock/CAD,2021-09,65
Client/Lock/CAD,2021-09,66
WebApi/RequestToEdit/CONSMPTN,2021-09,6
Client/RequestForEdit/CONSMPTN,2021-09,7
WebApi/Init/SECOFFERS_MSMMW,2021-09,5
WebApi/UnLock/SECOFFERS_MSMMW,2021-09,1
WebApi/UnLock/SECOFFERS_IdASPA,2021-09,3
WebApi/Estimate/SECOFFERS_SOTPS,2021-09,84
WebApi/Lock/SECOFFERS_IdASPA,2021-09,11
WebApi/UnLock/AMO2104,2021-09,27
Client/InitStateSetupCLOUDMO6.2,2021-09,11
Client/Init/CLOUDMO6.2,2021-09,5
WebApi/Refresh/CLOUDMO6.2,2021-09,7
WebApi/Init/CLOUDMO6.2,2021-09,5
Client/RefreshVersionCommentsCLOUDMO6.2,2021-09,5
Client/Refresh/CLOUDMO6.2,2021-09,5
WebApi/Lock/SECOFFERS_SOTPS,2021-09,17
WebApi/Init/SECOFFERS_SOTPS,2021-09,48
WebApi/Estimate/SECOFFERS_IdASPA,2021-09,40
WebApi/UnLock/SECOFFERS_SOTPS,2021-09,4
SearchEntity: consumption-search-index,2021-09,117
Client/InitStateSetupMWSC-LED,2021-09,255
Client/SetVersionMessageMWSC-LED,2021-09,278
Client/Init/MWSC-LED,2021-09,133
Client/SavingWPM1.3,2021-09,33
WebApi/Refresh/MWSC-LED,2021-09,149
Client/Refresh/MWSC-LED,2021-09,102
Client/RefreshVersionCommentsMWSC-LED,2021-09,101
Client/Unlock/AzCF2009,2021-09,34
Client/PublishToCompassOneAzCF2009,2021-09,42
WebApi/Estimate/AzCF2009,2021-09,56
Client/UnPublishFromCompassOneAzCF2009,2021-09,2
WebApi/Save/AzCF2009,2021-09,56
Client/Estimate/AzCF2009,2021-09,54
Client/Save/AzCF2009,2021-09,84
Client/DownloadTemplateMWSC-LED,2021-09,7
WebApi/UnLock/MWSC-LED,2021-09,42
Client/Unlock/MWSC-LED,2021-09,24
WebApi/Lock/MWSC-LED,2021-09,9
Client/Lock/MWSC-LED,2021-09,8
Client/Estimate/MWSC-LED,2021-09,63
Client/Save/MWSC-LED,2021-09,85
WebApi/Estimate/MWSC-LED,2021-09,63
WebApi/Save/MWSC-LED,2021-09,63
BudgetaryEstimate/Search,2021-09,308
Client/SetVersionMessagePKIIS,2021-09,16
Client/Save/PKIIS,2021-09,8
Client/InitStateSetupPKIIS,2021-09,14
Client/Estimate/PKIIS,2021-09,5
WebApi/Refresh/PKIIS,2021-09,11
Client/PublishToCompassOnePKIIS,2021-09,3
Client/GetOpportunityDataMWSC-LED,2021-09,69
Client/SavingMADMW1.3,2021-09,14
Client/Lock/AzCF2009,2021-09,4
WebApi/Lock/AzCF2009,2021-09,4
AddAcrWorkstream,2021-09,19
WebApi/AutoLock/MWSC-LED,2021-09,47
Client/SetVersionMessageMADMW1.2,2021-09,4
Client/RefreshVersionCommentsPKIIS,2021-09,7
Client/GetOpportunityDataPKIIS,2021-09,5
Client/Refresh/PKIIS,2021-09,7
Client/Init/PKIIS,2021-09,6
WebApi/Estimate/PKIIS,2021-09,5
WebApi/Save/PKIIS,2021-09,5
WebApi/Init/PKIIS,2021-09,6
SearchEntity: virtuosoprojectrecc,2021-09,81
Client/ForceReleaseCheckOutCONSMPTN,2021-09,8
Client/DownloadTemplateWPM1.3,2021-09,6
WebApi/RequestToEdit/MADMW1.3,2021-09,1
Client/PublishToCompassOneMWSC-LED,2021-09,30
Client/RequestForEdit/D365,2021-09,9
Client/ForceReleaseCheckOutD365,2021-09,12
Client/Lock/D365,2021-09,64
WebApi/RequestToEdit/D365,2021-09,9
WebApi/Lock/D365,2021-09,64
ExportSearchResults,2021-06,4
Client/ForceReleaseCheckOutCONSMPTN,2021-06,6
WebApi/AutoLock/MADMW1.2,2021-06,3
Client/WriteOpportunityDetailsCLOUDMO6.2,2021-06,2
Client/PublishToCompassOneCLOUDMO6.2,2021-06,17
Client/Unlock/CLOUDMO6.2,2021-06,8
SearchEntity: modernworkofferingsrequirement-index,2021-06,8
WebApi/RequestToEdit/CLOUDMO6.2,2021-06,4
Client/RequestForEdit/CLOUDMO6.2,2021-06,4
Client/RequestForEdit/MADMW1.3,2021-06,2
WebApi/RequestToEdit/MADMW1.3,2021-06,2
Client/GetOpportunityDataCLOUDMO6.2,2021-06,9
WebApi/Estimate/DSEMW,2021-06,10
Client/RequestForEdit/MADMW1.2,2021-06,1
WebApi/RequestToEdit/MADMW1.2,2021-06,1
Client/ForceReleaseCheckOutMADMW1.2,2021-06,2
Client/CreateVersionAMO2104,2021-06,1
WebApi/Lock/SECOFFERS_IdASCI,2021-07,7
WebApi/Init/SECOFFERS_IdASCI,2021-07,19
WebApi/UnLock/SECOFFERS_IdASCI,2021-07,7
Client/UnPublishFromCompassOneMADMW1.3,2021-07,2
WebApi/Save/CLOUDMO6.2,2021-07,1
WebApi/Estimate/CLOUDMO6.2,2021-07,1
Client/Estimate/CLOUDMO6.2,2021-07,1
Client/SetVersionMessageCLOUDMO6.2,2021-07,19
Client/Save/CLOUDMO6.2,2021-07,1
Client/InitStateSetupCLOUDMO6.2,2021-07,25
WebApi/Init/CLOUDMO6.2,2021-07,16
Client/Init/CLOUDMO6.2,2021-07,15
WebApi/Refresh/CLOUDMO6.2,2021-07,11
Client/RefreshVersionCommentsCLOUDMO6.2,2021-07,11
Client/GetOpportunityDataCLOUDMO6.2,2021-07,4
Client/Refresh/CLOUDMO6.2,2021-07,11
WebApi/Lock/SECOFFERS_DIAD,2021-07,10
WebApi/Init/SECOFFERS_DIAD,2021-07,21
WebApi/UnLock/SECOFFERS_CCE,2021-07,3
GetworkloadmetadatalistTime,2021-05,17484
WebApi/ListSavedQuery,2021-05,14142
Client/InitStateSetupWPM1.3,2021-05,610
Client/Init/WPM1.3,2021-05,263
Client/SetVersionMessageWPM1.3,2021-05,677
WebApi/Init/WPM1.3,2021-05,309
WebApi/Refresh/WPM1.3,2021-05,369
WebApi/AutoLock/WPM1.3,2021-05,156
Client/Refresh/WPM1.3,2021-05,218
Client/RefreshVersionCommentsWPM1.3,2021-05,218
Client/GetOpportunityDataWPM1.3,2021-05,148
User Clicks,2021-05,82839
Client/SavingMADMW1.2,2021-05,12
Client/Refresh/MADMW1.2,2021-05,83
Client/SetVersionMessageMADMW1.2,2021-05,282
Client/InitStateSetupMADMW1.2,2021-05,242
Client/RefreshVersionCommentsMADMW1.2,2021-05,83
WebApi/Refresh/MADMW1.2,2021-05,136
WebApi/CreateVersion/Microsoft.OneEstimator.Services.Entities.AppInsightData,2021-04,55
Client/CreateNewVersion/D365,2021-04,38
Client/CreateVersionD365,2021-04,42
WebApi/Estimate/MWSCE,2021-04,65
WebApi/Save/MWSCE,2021-04,69
Client/Estimate/MWSCE,2021-04,66
Client/SetVersionMessageWPM1.3,2021-04,252
Client/InitStateSetupWPM1.3,2021-04,214
Client/Save/WPM1.3,2021-04,161
WebApi/Estimate/WPM1.3,2021-04,79
WebApi/Save/WPM1.3,2021-04,104
Client/Estimate/WPM1.3,2021-04,98
WebApi/UnLock/WPM1.3,2021-04,41
Client/Unlock/WPM1.3,2021-04,30
Client/Init/WPM1.3,2021-04,63
SearchEntity: cadrequirement-index,2021-04,39
WebApi/Init/SECOFFERS_IdASCI,2021-04,61
WebApi/Init/WPM1.3,2021-04,73
WebApi/AutoLock/WPM1.3,2021-04,57
WebApi/Refresh/WPM1.3,2021-04,100
Client/RefreshVersionCommentsWPM1.3,2021-04,68
Client/GetOpportunityDataWPM1.3,2021-04,46
Client/Refresh/WPM1.3,2021-04,68
Client/PublishToCompassOneWPM1.3,2021-04,33
Client/PublishToCompassOneMWSCE,2021-04,32
WebApi/RequestToEdit/MADMW1.2,2021-04,1
Client/DownloadTemplateCLOUDMO6.2,2021-04,5
Client/UnPublishFromCompassOneCAD,2021-04,13
Client/RequestForEdit/MADMW1.2,2021-04,1
WebApi/Save/ASF,2021-04,16
Client/Estimate/ASF,2021-04,15
Client/SetVersionMessageASF,2021-04,57
Client/Refresh/ADH2.0,2021-04,31
Client/PublishToCompassOneADH2.0,2021-04,10
Client/RefreshVersionCommentsADH2.0,2021-04,31
Client/InitStateSetupADH2.0,2021-04,71
Client/SetVersionMessageADH2.0,2021-04,77
Client/SavingADH2.0,2021-04,12
WebApi/Refresh/ADH2.0,2021-04,43
WebApi/Refresh/ASF,2021-04,27
Client/SavingMWSCE,2021-04,16
Client/UpgradeVersionD365,2021-04,107
Client/DownloadTemplateD365,2021-04,127
Client/Init/ASF,2021-04,24
Client/InitStateSetupASF,2021-04,54
WebApi/AutoLock/ASF,2021-04,11
WebApi/Init/ASF,2021-04,24
Client/RefreshVersionCommentsASF,2021-04,23
Client/GetOpportunityDataASF,2021-04,18
Client/Refresh/ASF,2021-04,23
WebApi/Init/ADH2.0,2021-04,27
WebApi/AutoLock/ADH2.0,2021-04,16
Client/GetOpportunityDataADH2.0,2021-04,20
Client/Init/ADH2.0,2021-04,26
WebApi/Estimate/ASF,2021-04,16
Client/Save/ASF,2021-04,16
Client/SavingASF,2021-04,2
Client/Lock/ASF,2021-04,2
WebApi/Lock/ASF,2021-04,2
WebApi/UnLock/ASF,2021-04,11
Client/Unlock/ASF,2021-04,9
Client/WriteOpportunityDetailsASF,2021-04,2
Client/UnPublishFromCompassOneADH2.0,2021-04,2
Client/CreateNewVersion/CAD,2021-04,3
WebApi/RequestToEdit/CONSMPTN,2021-04,22
WebApi/Init/MADMW1.2,2021-05,114
WebApi/AutoLock/MADMW1.2,2021-05,46
Client/Init/MADMW1.2,2021-05,109
Client/CreateVersionCAD,2021-04,2
WebApi/UnLock/ADH2.0,2021-04,18
Client/WriteOpportunityDetailsWPM1.3,2021-04,1
WebApi/Estimate/ADH2.0,2021-04,21
Client/MarkForReviewADH2.0,2021-04,1
Client/Save/ADH2.0,2021-04,25
Client/Estimate/ADH2.0,2021-04,21
WebApi/Save/ADH2.0,2021-04,21
Client/CreateNewVersion/ADH2.0,2021-04,5
Client/CreateVersionADH2.0,2021-04,4
Client/Unlock/ADH2.0,2021-04,15
Client/ForceReleaseCheckOutWPM1.2,2021-04,13
Client/RequestForEdit/CONSMPTN,2021-04,19
Client/ForceReleaseCheckOutCONSMPTN,2021-04,15
WebApi/Init/PKIIS,2021-04,2
WebApi/Refresh/PKIIS,2021-04,2
WebApi/AutoLock/PKIIS,2021-04,1
Client/RefreshVersionCommentsPKIIS,2021-04,2
Client/GetOpportunityDataPKIIS,2021-04,2
Client/Refresh/PKIIS,2021-04,2
Client/InitStateSetupPKIIS,2021-04,3
Client/SetVersionMessagePKIIS,2021-04,4
Client/Init/PKIIS,2021-04,2
Client/Save/PKIIS,2021-04,1
Client/Estimate/PKIIS,2021-04,1
WebApi/Save/PKIIS,2021-04,1
WebApi/Estimate/PKIIS,2021-04,1
WebApi/Save/MADMW1.2,2021-05,92
Client/Save/MADMW1.2,2021-05,117
Client/PublishToCompassOneMADMW1.2,2021-05,45
Client/Estimate/MADMW1.2,2021-05,80
WebApi/Estimate/MADMW1.2,2021-05,82
Client/Unlock/MADMW1.2,2021-05,21
WebApi/UnLock/MADMW1.2,2021-05,40
WebApi/Lock/SECOFFERS_ZTS,2021-04,67
WebApi/Init/SECOFFERS_ZTS,2021-04,116
WebApi/Estimate/SECOFFERS_ZTS,2021-04,103
SearchEntity: consumption-search-index,2021-04,104
Client/SavingWPM1.3,2021-04,16
Client/UnPublishFromCompassOneMWSCE,2021-04,4
WebApi/UnLock/SECOFFERS_ZTS,2021-04,24
Client/Lock/CLOUDMO6.2,2021-04,2
Client/WriteOpportunityDetailsAMO,2021-04,1
WebApi/Lock/CLOUDMO6.2,2021-04,2
Client/UnPublishFromCompassOneCLOUDMO6.2,2021-04,5
WebApi/Init/SECOFFERS_DIAD,2021-04,44
WebApi/Lock/SECOFFERS_DIAD,2021-04,33
WebApi/Estimate/SECOFFERS_DIAD,2021-04,43
WebApi/Lock/SECOFFERS_IdASCI,2021-04,36
WebApi/Estimate/SECOFFERS_IdASCI,2021-04,57
WebApi/Init/SECOFFERS_IPS,2021-04,111
WebApi/Estimate/SECOFFERS_IPS,2021-04,86
WebApi/Lock/SECOFFERS_IPS,2021-04,69
Client/UnPublishFromCompassOneWPM1.2,2021-03,19
Client/Save/ADH2.0,2021-03,13
Client/PublishToCompassOneADH2.0,2021-03,8
WebApi/Save/ADH2.0,2021-03,14
WebApi/Estimate/ADH2.0,2021-03,14
Client/Estimate/ADH2.0,2021-03,11
Client/UnPublishFromCompassOneCONSMPTN,2021-09,31
SearchEntity: d365search-index,2021-09,27
SearchEntity: cadrequirement-index,2021-09,48
Client/WriteOpportunityDetailsAMO2104,2021-09,5
WebApi/Init/SECOFFERS_AWWVD,2021-09,37
Client/WriteOpportunityDetailsAzCF2009,2021-09,4
Client/DownloadTemplateCONSMPTN,2021-09,12
Client/UpgradeVersionCONSMPTN,2021-09,5
WebApi/Estimate/SECOFFERS_AWWVD,2021-09,27
Client/DownloadTemplateAMO2104,2021-09,2
Client/CreateVersionCAD,2021-07,2
Client/WriteOpportunityDetailsCLOUDMO6.2,2021-07,2
Client/WriteOpportunityDetailsWPM1.2,2021-07,1
Client/WriteOpportunityDetailsWPM1.3,2021-07,6
WebApi/RequestToEdit/WPM1.3,2021-07,6
Client/RequestForEdit/WPM1.3,2021-07,6
Client/ForceReleaseCheckOutWPM1.3,2021-07,4
Client/Lock/AMO2104,2021-07,6
WebApi/Lock/AMO2104,2021-07,6
WebApi/Refresh/WPM1.2,2021-01,237
WebApi/Init/WPM1.2,2021-01,167
WebApi/AutoLock/WPM1.2,2021-01,97
Client/InitStateSetupWPM1.2,2021-01,404
Client/SetVersionMessageWPM1.2,2021-01,395
Client/Save/WPM1.2,2021-01,192
WebApi/Save/WPM1.2,2021-01,124
WebApi/Estimate/WPM1.2,2021-01,121
Client/Estimate/WPM1.2,2021-01,102
Client/Init/WPM1.2,2021-01,146
Client/Refresh/WPM1.2,2021-01,139
Client/RefreshVersionCommentsWPM1.2,2021-01,139
Client/GetOpportunityDataWPM1.2,2021-01,75
WebApi/UnLock/WPM1.2,2021-01,89
Client/Unlock/WPM1.2,2021-01,66
Client/SavingAMO2012,2021-01,42
WebApi/Refresh/MADMW1.2,2021-01,105
WebApi/Init/MADMW1.2,2021-01,76
Client/Init/MADMW1.2,2021-01,68
Client/InitStateSetupMADMW1.2,2021-01,181
Client/Refresh/MADMW1.2,2021-01,64
Client/RefreshVersionCommentsMADMW1.2,2021-01,64
Client/PublishToCompassOneWPM1.2,2021-01,38
Client/ForceReleaseCheckOutMADMW1.2,2021-01,1
Client/WriteOpportunityDetailsAMO2012,2021-01,4
Client/SetVersionMessageMADMW1.2,2021-01,227
Client/Lock/MADMW1.2,2021-01,3
WebApi/Lock/MADMW1.2,2021-01,3
WebApi/UnLock/AMO2012,2021-01,59
CONSMPTN-UserActions,2021-01,136
Client/UnPublishFromCompassOneAMO2012,2021-01,25
Client/WriteOpportunityDetailsWPM1.1,2021-01,26
Client/SavingWPM1.2,2021-01,86
Client/PublishToCompassOneD365,2021-01,64
Client/GetOpportunityDataMADMW1.2,2021-01,51
WebApi/AutoLock/MADMW1.2,2021-01,46
WebApi/Save/MADMW1.2,2021-01,97
WebApi/Estimate/MADMW1.2,2021-01,87
Client/Save/MADMW1.2,2021-01,139
Client/Estimate/MADMW1.2,2021-01,69
Client/PublishToCompassOneMADMW1.2,2021-01,57
Client/UnPublishFromCompassOneD365,2021-01,3
Client/DownloadTemplateMADMW1.2,2021-01,2
WebApi/UnLock/MADMW1.2,2021-01,27
Client/SetVersionMessageWPM,2021-01,11
WebApi/Lock/WPM1.2,2021-01,18
Client/Lock/WPM1.2,2021-01,18
Client/SavingMADMW1.2,2021-01,16
Client/UnPublishFromCompassOneWPM1.2,2021-01,9
Client/Unlock/MADMW1.2,2021-01,9
Client/DownloadTemplateWPM1.2,2021-01,1
Client/WriteOpportunityDetailsCS,2021-01,36
Client/WriteOpportunityDetailsWPM1.2,2021-01,7
Client/UnPublishFromCompassOneAzCF2009,2021-01,3
Client/ForceReleaseCheckOutWPM1.2,2021-01,4
WebApi/RequestToEdit/WPM1.2,2021-01,7
Client/RequestForEdit/WPM1.2,2021-01,6
Client/RefreshVersionCommentsCLOUDMO,2021-01,1
Client/InitStateSetupCLOUDMO,2021-01,3
Client/Refresh/CLOUDMO,2021-01,1
Client/Init/CLOUDMO,2021-01,2
WebApi/Refresh/CLOUDMO,2021-01,2
WebApi/Init/CLOUDMO,2021-01,2
Client/ForceReleaseCheckOutWPM1.1,2021-01,3
Client/GetLatestOpportunityMetaDataEventCAD,2021-01,2
AddAcrWorkstream,2021-01,12
Client/Unlock/AMO2012,2021-01,39
WebApi/UnLock/AMO,2021-01,17
WebApi/Estimate/AMO,2021-01,28
Client/PublishToCompassOneAMO,2021-01,10
Client/Unlock/AMO,2021-01,12
Client/Estimate/AMO,2021-01,26
Client/Save/AMO,2021-01,30
WebApi/Save/AMO,2021-01,29
Client/UnPublishFromCompassOneAMO,2021-01,7
WebApi/Estimate/SMCD365,2021-01,45
WebApi/Estimate/O365,2021-01,49
Client/WriteOpportunityDetailsAFO365,2021-01,1
Client/InitStateSetupAFO365,2021-01,1
Client/Init/AFO365,2021-01,1
WebApi/Init/AFO365,2021-01,1
WebApi/Init/ADH2.0,2021-01,8
WebApi/AutoLock/ADH2.0,2021-01,6
WebApi/Refresh/ADH2.0,2021-01,10
Client/Init/ADH2.0,2021-01,8
Client/SetVersionMessageADH2.0,2021-01,21
Client/Refresh/ADH2.0,2021-01,7
Client/InitStateSetupADH2.0,2021-01,17
Client/GetOpportunityDataADH2.0,2021-01,6
Client/RefreshVersionCommentsADH2.0,2021-01,7
Client/WriteOpportunityDetailsCLOUDMO6.2,2021-01,4
WebApi/AutoLock/AzCF,2021-01,2
WebApi/AutoLock/WPM,2021-01,3
WebApi/Estimate/DSEMW,2021-01,46
Client/CreateVersionD365,2021-01,5
Client/CreateNewVersion/D365,2021-01,5
Client/Save/ADH2.0,2021-01,14
Client/Unlock/ADH2.0,2021-01,2
Client/WriteOpportunityDetailsADH2.0,2021-01,1
WebApi/UnLock/ADH2.0,2021-01,3
Client/Estimate/ADH2.0,2021-01,6
WebApi/Estimate/ADH2.0,2021-01,6
WebApi/Save/ADH2.0,2021-01,7
Client/PublishToCompassOneADH2.0,2021-01,2
Client/SavingECAS,2021-01,2
Client/MarkForReviewADH,2021-01,1
Client/Unlock/ECAS,2021-01,2
WebApi/UnLock/ECAS,2021-01,2
Client/Unlock/ASQL,2021-06,1
Client/InitStateSetupASQL,2021-06,3
Client/UnPublishFromCompassOneASQL,2021-06,1
WebApi/UnLock/ASQL,2021-06,2
WebApi/UnLock/SECOFFERS_SPRINT0,2021-06,2
WebApi/Init/SECOFFERS_SPRINT0,2021-06,13
WebApi/Estimate/SECOFFERS_SPRINT0,2021-06,15
WebApi/Lock/SECOFFERS_SPRINT0,2021-06,8
WebApi/Refresh/ASQL,2021-06,2
WebApi/Init/ASQL,2021-06,2
WebApi/AutoLock/ASQL,2021-06,2
Client/Init/ASQL,2021-06,2
Client/SetVersionMessageASQL,2021-06,2
Client/RefreshVersionCommentsASQL,2021-06,2
Client/GetOpportunityDataASQL,2021-06,2
Client/Refresh/ASQL,2021-06,2
Client/Lock/AMO2104,2021-06,3
WebApi/Refresh/CLOUDMO,2021-06,1
WebApi/Init/CLOUDMO,2021-06,1
Client/InitStateSetupCLOUDMO,2021-06,2
Client/Init/CLOUDMO,2021-06,1
Client/Refresh/CLOUDMO,2021-06,1
Client/RefreshVersionCommentsCLOUDMO,2021-06,1
Client/DownloadTemplateWPM1.3,2021-06,7
WebApi/AutoLock/ADH2.0,2021-06,6
WebApi/Refresh/AADIS,2020-12,22
WebApi/AutoLock/AADIS,2020-12,8
WebApi/UnLock/AADIS,2020-12,7
Client/Init/AADIS,2020-12,15
Client/SetVersionMessageAADIS,2020-12,34
Client/InitStateSetupAADIS,2020-12,36
Client/Refresh/AADIS,2020-12,13
Client/RefreshVersionCommentsAADIS,2020-12,13
Client/GetOpportunityDataAADIS,2020-12,6
WebApi/Init/AADIS,2020-12,24
WebApi/UnLock/MWSCE,2021-09,5
