name,mnth,cnt
SearchEntity: d365search-index,2021-02,25
Client/MarkForReviewCLOUDMO6.2,2021-02,1
Client/CreateNewVersion/CONSMPTN,2021-02,2
Client/CreateVersionAMO2012,2021-02,2
Client/CreateNewVersion/AMO2012,2021-02,5
WebApi/UnLock/AMO,2021-03,10
Client/Unlock/AMO,2021-03,5
Client/Init/CONSMPTN,2021-03,7
Client/WriteOpportunityDetailsAzCF2009,2021-06,7
Client/SavingMWSCE,2021-06,4
WebApi/Estimate/SECOFFERS_MSMMW,2021-06,24
WebApi/Lock/SECOFFERS_MSMMW,2021-06,9
WebApi/Init/SECOFFERS_MSMMW,2021-06,15
WebApi/RequestToEdit/WPM1.3,2021-06,10
Client/RequestForEdit/WPM1.3,2021-06,10
WebApi/AutoLock/CLOUDMO6.2,2021-06,15
WebApi/Lock/MWSCE,2021-06,3
Client/RequestForEdit/AMO2012,2021-06,1
WebApi/RequestToEdit/AMO2012,2021-06,1
Client/ForceReleaseCheckOutWPM1.2,2021-06,2
Client/Lock/WPM1.2,2021-06,6
WebApi/Lock/WPM1.2,2021-06,7
SearchEntity: smc-search-index,2021-06,6
SearchEntity: cadrequirement-index,2021-06,38
SearchEntity: d365search-index,2021-06,14
WebApi/UnLock/SECOFFERS_IdASCI,2021-06,8
Client/RequestForEdit/AzCF2009,2021-06,8
WebApi/RequestToEdit/AzCF2009,2021-06,8
WebApi/Lock/AzCF2009,2021-06,2
Client/Lock/AzCF2009,2021-06,2
Client/ForceReleaseCheckOutAzCF2009,2021-06,3
Client/SetVersionMessageECAS,2021-06,25
Client/Save/ECAS,2021-06,9
Client/InitStateSetupECAS,2021-06,22
Client/Estimate/ECAS,2021-06,8
Client/PublishToCompassOneECAS,2021-06,8
WebApi/Estimate/SECOFFERS_IdASCI,2021-06,37
WebApi/Estimate/ECAS,2021-06,8
WebApi/Save/ECAS,2021-06,8
WebApi/Refresh/ECAS,2021-06,13
Client/Unlock/ECAS,2021-06,3
WebApi/Lock/SECOFFERS_IdASCI,2021-06,13
WebApi/UnLock/ECAS,2021-06,3
WebApi/Init/ECAS,2021-06,12
WebApi/AutoLock/ECAS,2021-06,9
Client/Init/ECAS,2021-06,9
Client/Refresh/ECAS,2021-06,9
Client/GetOpportunityDataECAS,2021-06,7
Client/RefreshVersionCommentsECAS,2021-06,9
Client/InitStateSetupASF,2021-06,9
Client/SetVersionMessageASF,2021-06,11
Client/Init/ASF,2021-06,4
WebApi/Init/ASF,2021-06,4
WebApi/AutoLock/ASF,2021-06,4
Client/SavingWPM1.3,2021-11,17
WebApi/AutoLock/MWSCE,2021-11,19
Client/WriteOpportunityDetailsMWSCE,2021-11,1
WebApi/UnLock/MWSCE,2021-11,10
Client/Unlock/MWSCE,2021-11,8
Client/WriteOpportunityDetailsWPM1.3,2021-11,5
WebApi/Lock/MWSCE,2021-11,1
Client/Lock/MWSCE,2021-11,1
Client/UnPublishFromCompassOneWPM1.3,2021-11,6
WebApi/Estimate/SECOFFERS_MLOPS,2021-11,14
WebApi/Init/SECOFFERS_MLOPS,2021-11,9
WebApi/Lock/SECOFFERS_MLOPS,2021-11,4
Client/DownloadTemplateD365,2021-11,4
Client/UpgradeVersionD365,2021-11,2
Client/UnPublishFromCompassOneMWSC-LED,2021-11,4
WebApi/Estimate/SECOFFERS_CCE,2021-11,56
Client/GetLatestOpportunityMetaDataEventCAD,2021-11,4
Client/GetLatestOpportunityMetaDataEventD365,2021-08,1
Client/UnPublishFromCompassOneMWSCE,2021-08,7
Client/Unlock/MADMW1.3,2021-08,8
WebApi/UnLock/SECOFFERS_MSMMW,2021-08,2
WebApi/Lock/MWSC-LED,2021-08,7
Client/Lock/MWSC-LED,2021-08,7
WebApi/Init/SECOFFERS_SPRINT0,2021-08,28
WebApi/Lock/SECOFFERS_SPRINT0,2021-08,20
WebApi/UnLock/SECOFFERS_SPRINT0,2021-08,16
Client/WriteOpportunityDetailsAzCF2009,2021-08,15
Client/UnPublishFromCompassOneMADMW1.3,2021-08,3
User Clicked on Do Not Have MsxId,2020-12,44
Client/Estimate/CLOUDMO6.2,2020-12,150
Client/WriteOpportunityDetailsCLOUDMO6.2,2020-12,4
Client/Estimate/ASF,2020-12,8
Client/SetVersionMessageASF,2020-12,31
Client/Save/ASF,2020-12,8
Client/InitStateSetupASF,2020-12,27
WebApi/Estimate/ASF,2020-12,8
WebApi/Save/ASF,2020-12,8
Client/PublishToCompassOneCLOUDMO6.2,2020-12,60
Client/Lock/CAD,2020-12,116
WebApi/Lock/CAD,2020-12,118
WebApi/Init/ASF,2020-12,15
Client/RefreshVersionCommentsASF,2020-12,16
Client/GetOpportunityDataASF,2020-12,14
Client/Refresh/ASF,2020-12,16
Client/Init/ASF,2020-12,15
WebApi/Refresh/ASF,2020-12,23
WebApi/Refresh/ASQL,2020-12,17
Client/RefreshVersionCommentsASQL,2020-12,14
Client/InitStateSetupASQL,2020-12,31
Client/Refresh/ASQL,2020-12,14
Client/Init/ASQL,2020-12,14
WebApi/Init/ASQL,2020-12,15
SearchAction: undefined,2020-12,103
WebApi/UnLock/MADMW1.1,2020-12,9
Client/PublishToCompassOneMADMW1.1,2020-12,5
Client/ForceReleaseCheckOutD365,2020-12,17
Client/RequestForEdit/D365,2020-12,17
WebApi/RequestToEdit/D365,2020-12,19
WebApi/AutoLock/MADMW1.1,2020-12,25
Client/RefreshVersionCommentsMADMW1.1,2020-12,14
Client/GetOpportunityDataMADMW1.1,2020-12,5
Client/Refresh/MADMW1.1,2020-12,14
Client/InitStateSetupMADMW1.1,2020-12,25
Client/SetVersionMessageMADMW1.1,2020-12,20
Client/Init/MADMW1.1,2020-12,13
Client/Save/MADMW1.1,2020-12,8
Client/Estimate/MADMW1.1,2020-12,5
SearchEntity: consumption-search-index,2020-12,168
SearchEntity: consumption-savedsearch-index,2020-12,60
Client/WriteOpportunityDetailsCS,2020-12,64
Client/UnPublishFromCompassOneCLOUDMO6.2,2020-12,13
Client/SavingWPM1.1,2020-12,118
Client/SetVersionMessageAMO,2020-12,186
Client/UnPublishFromCompassOneAMO,2020-12,8
Client/Save/AMO,2020-12,56
Client/Estimate/AMO,2020-12,55
WebApi/Save/AMO,2020-12,55
WebApi/Estimate/AMO,2020-12,44
Client/PublishToCompassOneAMO,2020-12,24
Client/WriteOpportunityDetailsWPM1.1,2020-12,22
SearchEntity: cadrequirement-index,2020-12,59
SearchEntity: d365search-index,2020-12,26
SearchEntity: zazurecloudairequirement-index,2020-12,92
SearchEntity: smc-search-index,2020-12,28
SearchEntity: virtuosoprojectrecc,2020-12,16
ExportSearchResults,2020-12,16
Client/InitStateSetupWPM,2020-12,86
Client/Init/WPM,2020-12,40
WebApi/Refresh/WPM,2020-12,42
Client/Refresh/WPM,2020-12,31
Client/RefreshVersionCommentsWPM,2020-12,30
WebApi/Init/WPM,2020-12,47
WebApi/AutoLock/MADMW,2020-12,10
WebApi/Refresh/MADMW,2020-12,67
WebApi/Init/MADMW,2020-12,70
Client/PublishToCompassOneAMO2012,2020-12,23
WebApi/Refresh/AMO2012,2020-12,37
Client/UpgradeVersionCONSMPTN,2020-12,12
Client/DownloadTemplateCONSMPTN,2020-12,20
Client/CreateVersionCONSMPTN,2020-12,4
WebApi/CreateVersion/Microsoft.OneEstimator.Services.Entities.AppInsightData,2020-12,34
Client/CreateNewVersion/CONSMPTN,2020-12,6
Client/SavingCCoE,2020-12,30
Client/ForceReleaseCheckOutCONSMPTN,2020-12,38
Client/UnPublishFromCompassOneAMO2012,2020-12,2
WebApi/AutoLock/AMO2012,2020-12,10
Client/RefreshVersionCommentsAMO2012,2020-12,12
Client/GetOpportunityDataAMO2012,2020-12,11
Client/Refresh/AMO2012,2020-12,12
Client/Init/AMO2012,2020-12,11
WebApi/Init/AMO2012,2020-12,11
Client/CreateNewVersion/D365,2020-12,9
Client/UnPublishFromCompassOneMADMW1.1,2020-12,2
Client/CreateVersionD365,2020-12,12
WebApi/Estimate/ICC,2020-12,138
WebApi/Estimate/DSEMW,2020-12,26
Client/Unlock/WPM1.1,2020-12,60
Client/SavingCLOUDMO6.2,2020-12,44
Client/Save/CCoE,2020-12,86
WebApi/Save/CCoE,2020-12,69
WebApi/Estimate/CCoE,2020-12,46
Client/UnPublishFromCompassOneWPM1.1,2020-12,4
Client/Estimate/CCoE,2020-12,39
Client/CreateVersionCLOUDMO6.2,2020-12,1
Client/CreateNewVersion/CLOUDMO6.2,2020-12,1
Client/UnPublishFromCompassOneCAD,2020-12,22
Client/GetOpportunityDataWPM,2020-12,12
Client/SetVersionMessageWPM,2020-12,59
Client/Lock/WPM1.1,2020-12,20
WebApi/Lock/WPM1.1,2020-12,21
Client/Estimate/MADMW,2020-12,61
Client/Unlock/MADMW,2020-12,11
Client/WriteOpportunityDetailsMADMW,2020-12,8
Client/RefreshVersionCommentsADH,2020-12,35
Client/GetOpportunityDataADH,2020-12,24
Client/Refresh/ADH,2020-12,35
Client/InitStateSetupADH,2020-12,70
Client/SetVersionMessageADH,2020-12,69
Client/Init/ADH,2020-12,34
WebApi/Init/ADH,2020-12,38
Client/Estimate/ADH,2020-12,18
Client/Save/ADH,2020-12,18
WebApi/Estimate/ADH,2020-12,19
WebApi/UnLock/ADH,2020-12,12
WebApi/Save/ADH,2020-12,19
Client/Unlock/ADH,2020-12,7
Client/ForceReleaseCheckOutCAD,2020-12,24
WebApi/Refresh/ADH,2020-12,44
WebApi/AutoLock/ADH,2020-12,20
Client/RequestForEdit/CAD,2020-12,25
WebApi/RequestToEdit/CAD,2020-12,26
Client/UnPublishFromCompassOneADH,2020-12,1
Client/PublishToCompassOneMADMW,2020-12,35
Client/Unlock/AzCF2009,2021-01,42
WebApi/Lock/AzCF2009,2021-01,10
Client/ForceReleaseCheckOutAzCF2009,2021-01,4
Client/Lock/AzCF2009,2021-01,10
Client/RequestForEdit/CONSMPTN,2021-01,26
WebApi/RequestToEdit/CONSMPTN,2021-01,28
WebApi/RequestToEdit/CAD,2021-01,30
Client/RequestForEdit/CAD,2021-01,29
Client/ForceReleaseCheckOutCAD,2021-01,14
Client/DownloadTemplateASQL,2021-01,1
Client/GetLatestOpportunityMetaDataEventCONSMPTN,2021-01,6
WebApi/Lock/CLOUDMO6.2,2021-01,6
Client/Lock/CLOUDMO6.2,2021-01,6
WebApi/UnLock/MIMIS,2021-01,11
Client/Unlock/MIMIS,2021-01,7
WebApi/UnLock/CCoE,2021-01,15
WebApi/Lock/CCoE,2021-01,6
Client/Unlock/CCoE,2021-01,11
Client/Lock/CCoE,2021-01,6
WebApi/Lock/MIMIS,2021-01,2
Client/SavingCCoE,2021-01,12
Client/CreateVersionCONSMPTN,2021-01,4
Client/ForceReleaseCheckOutCONSMPTN,2021-01,18
WebApi/CreateVersion/Microsoft.OneEstimator.Services.Entities.AppInsightData,2021-01,18
ExportSearchResults,2021-01,4
Client/PublishToCompassOneCCoE,2021-01,26
Client/Lock/MIMIS,2021-01,2
Client/ForceReleaseCheckOutCLOUDMO6.2,2021-01,1
SearchEntity: d365search-index,2021-01,7
WebApi/Refresh/MADMW,2021-01,13
WebApi/Init/MADMW,2021-01,19
Client/Refresh/MADMW,2021-01,8
Client/GetOpportunityDataMADMW,2021-01,2
Client/RefreshVersionCommentsMADMW,2021-01,8
Client/UnPublishFromCompassOneCCoE,2021-01,3
WebApi/Refresh/WPM,2021-01,16
Client/Refresh/WPM,2021-01,8
Client/RefreshVersionCommentsWPM,2021-01,8
Client/InitStateSetupWPM,2021-01,14
Client/Init/WPM,2021-01,13
WebApi/AutoLock/AMO,2021-01,24
SearchAction: Customer Opportunities,2021-01,8
WebApi/Lock/MADMW1.1,2021-01,8
Client/Lock/MADMW1.1,2021-01,8
WebApi/Init/SECOFFERS_DataVis,2021-11,11
WebApi/UnLock/SECOFFERS_DataVis,2021-11,2
WebApi/Lock/SECOFFERS_DataVis,2021-11,4
WebApi/Save/CONSMPTN,2020-11,329
WebApi/ListSavedQuery,2020-11,3379
WebApi/Refresh/CCoE,2020-11,13
GetworkloadmetadatalistTime,2020-11,5120
WebApi/Init/CCoE,2020-11,13
Client/Refresh/CCoE,2020-11,9
Client/RefreshVersionCommentsCCoE,2020-11,9
Client/InitStateSetupCCoE,2020-11,21
User Clicks,2020-11,8850
WebApi/Save/CAD,2020-11,395
Client/Estimate/CAD,2020-11,424
Client/SetVersionMessageCAD,2020-11,1081
Client/Save/CAD,2020-11,612
Client/InitStateSetupCAD,2020-11,900
WebApi/Init/CAD,2020-11,289
GetWorkloadSIAQuestionnaireData,2020-11,631
WebApi/Refresh/CONSMPTN,2020-11,736
WebApi/Init/CONSMPTN,2020-11,546
Client/Refresh/CAD,2020-11,298
Client/GetOpportunityDataCAD,2020-11,141
Client/RefreshVersionCommentsCAD,2020-11,298
WebApi/AutoLock/CONSMPTN,2020-11,228
Client/RefreshVersionCommentsCONSMPTN,2020-11,305
Client/GetOpportunityDataCS,2020-11,204
Client/Refresh/CS,2020-11,285
Client/Init/CS,2020-11,477
Client/SetVersionMessageCONSMPTN,2020-11,784
Client/InitStateSetupCONSMPTN,2020-11,1084
Client/Save/CONSMPTN,2020-11,324
WebApi/Save/AWC2003,2020-11,5
Client/SetVersionMessageAWC2003,2020-11,21
Client/Estimate/AWC2003,2020-11,5
WebApi/Estimate/AWC2003,2020-11,5
Client/Init/CAD,2020-11,269
Client/Refresh/CONSMPTN,2020-11,57
WebApi/Refresh/CAD,2020-11,440
Client/Init/CCoE,2020-11,13
BudgetaryEstimate/Search,2020-11,140
WebApi/GetOpportunityWorkloadDashboardData,2020-11,342
SearchEntity: opportunity-search,2020-11,166
Search,2020-11,275
Client/InitStateSetupAWC2003,2020-11,20
Client/Init/AWC2003,2020-11,8
WebApi/AutoLock/AWC2003,2020-11,6
WebApi/Refresh/AWC2003,2020-11,13
WebApi/Init/AWC2003,2020-11,9
Client/Refresh/AWC2003,2020-11,7
Client/GetOpportunityDataAWC2003,2020-11,4
Client/RefreshVersionCommentsAWC2003,2020-11,7
Client/SavingCONSMPTN,2020-11,320
WebApi/Estimate/CAD,2020-11,444
MSXNotFound,2020-11,104
Client/Save/D365,2020-11,952
Client/Estimate/D365,2020-11,553
WebApi/Estimate/D365,2020-11,599
Client/UnPublishFromCompassOneCAD,2020-11,7
Client/InitStateSetupAzCF2009,2020-11,51
Client/SetVersionMessageAzCF2009,2020-11,63
Client/Save/AzCF2009,2020-11,20
Click,2020-11,80
Client/Estimate/AzCF2009,2020-11,19
WebApi/Estimate/AzCF2009,2020-11,19
WebApi/Save/AzCF2009,2020-11,19
Client/InitStateSetupD365,2020-11,1038
Client/SetVersionMessageD365,2020-11,1304
WebApi/Save/D365,2020-11,515
WebApi/UnLock/CAD,2020-11,120
WebApi/Lock/CAD,2020-11,38
Client/Unlock/CAD,2020-11,91
Client/Lock/CAD,2020-11,37
Client/PublishToCompassOneCAD,2020-11,59
WebApi/AutoLock/CAD,2020-11,122
WebApi/UnLock/AzCF2009,2020-11,10
WebApi/Refresh/AzCF2009,2020-11,39
WebApi/Init/AzCF2009,2020-11,28
Client/Init/AzCF2009,2020-11,18
Client/InitStateSetupADH,2020-11,11
Client/SetVersionMessageADH,2020-11,16
Client/Save/ADH,2020-11,7
Client/Estimate/ADH,2020-11,7
Client/Init/D365,2020-11,310
WebApi/Init/D365,2020-11,341
WebApi/Refresh/D365,2020-11,415
Client/Refresh/D365,2020-11,307
Client/RefreshVersionCommentsD365,2020-11,306
Client/GetOpportunityDataD365,2020-11,164
WebApi/Save/ADH,2020-11,7
WebApi/Estimate/ADH,2020-11,7
Client/GetOpportunityDataCCoE,2020-11,7
Client/SetVersionMessageCCoE,2020-11,23
Client/Save/CCoE,2020-11,15
Client/Estimate/CCoE,2020-11,6
WebApi/Estimate/CCoE,2020-11,6
WebApi/Save/CCoE,2020-11,8
WebApi/UnLock/AWC2003,2020-11,4
Client/Unlock/AWC2003,2020-11,4
Client/PublishToCompassOneCONSMPTN,2020-11,115
Client/Unlock/CONSMPTN,2020-11,144
Client/Lock/CONSMPTN,2020-11,45
WebApi/UnLock/CONSMPTN,2020-11,185
WebApi/Lock/CONSMPTN,2020-11,45
WebApi/AutoLock/ADH,2020-11,2
Client/RefreshVersionCommentsADH,2020-11,2
Client/GetOpportunityDataADH,2020-11,2
Client/Refresh/ADH,2020-11,2
Client/Init/ADH,2020-11,2
WebApi/Refresh/ADH,2020-11,2
WebApi/Init/ADH,2020-11,2
Client/SavingD365,2020-11,216
WebApi/AutoLock/AzCF2009,2020-11,24
Client/DownloadTemplateD365,2020-11,16
Client/SavingAzCF2009,2020-11,14
Client/PublishToCompassOneAzCF2009,2020-11,15
Client/SavingCAD,2020-11,156
Client/Refresh/AzCF2009,2020-11,23
Client/RefreshVersionCommentsAzCF2009,2020-11,23
WebApi/AutoLock/D365,2020-11,111
Client/WriteOpportunityDetailsCS,2020-11,19
Client/GetOpportunityDataAzCF2009,2020-11,14
WebApi/Init/AMO,2020-11,19
Client/Init/AMO,2020-11,18
Client/Refresh/AMO,2020-11,16
Client/InitStateSetupAMO,2020-11,41
Client/GetOpportunityDataAMO,2020-11,11
Client/RefreshVersionCommentsAMO,2020-11,16
WebApi/Refresh/AMO,2020-11,24
Client/WriteOpportunityDetailsD365,2020-11,34
Client/UnPublishFromCompassOneCONSMPTN,2020-11,17
Client/UpgradeVersionD365,2020-11,8
Client/Unlock/D365,2020-11,63
Client/CreateNewVersion/CONSMPTN,2020-11,1
WebApi/UnLock/D365,2020-11,93
WebApi/CreateVersion/Microsoft.OneEstimator.Services.Entities.AppInsightData,2020-11,5
Client/CreateVersionCONSMPTN,2020-11,1
Client/Unlock/AzCF2009,2020-11,5
SearchAction: undefined,2020-11,1
WebApi/ExecuteSaveQuery,2020-11,50
Client/SetVersionMessageAMO,2020-11,45
Client/Save/AMO,2020-11,14
Client/Estimate/AMO,2020-11,13
WebApi/Estimate/AMO,2020-11,14
WebApi/Save/AMO,2020-11,14
Client/WriteOpportunityDetailsCAD,2020-11,29
WebApi/UnLock/WPM,2020-11,8
User Clicked on Do Not Have MsxId,2020-11,8
WebApi/Estimate/ICC,2020-11,16
Client/InitStateSetupWPM,2020-11,42
Client/SetVersionMessageWPM,2020-11,37
Client/Init/WPM,2020-11,22
Client/Unlock/WPM,2020-11,7
WebApi/AutoLock/AMO,2020-11,10
WebApi/Init/WPM,2020-11,23
WebApi/AutoLock/WPM,2020-11,9
WebApi/Refresh/WPM,2020-11,22
Client/Refresh/WPM,2020-11,13
Client/GetOpportunityDataWPM,2020-11,8
Client/RefreshVersionCommentsWPM,2020-11,12
Client/PublishToCompassOneWPM,2020-11,4
WebApi/Save/WPM,2020-11,8
Client/Estimate/WPM,2020-11,3
Client/Save/WPM,2020-11,8
WebApi/Estimate/WPM,2020-11,8
WebApi/AutoLock/CCoE,2020-11,5
Client/CreateVersionCAD,2020-11,4
Client/CreateNewVersion/CAD,2020-11,2
Client/UnPublishFromCompassOneCLOUDMO6.2,2020-11,2
Client/RefreshVersionCommentsCLOUDMO6.2,2020-11,25
Client/GetOpportunityDataCLOUDMO6.2,2020-11,13
Client/Refresh/CLOUDMO6.2,2020-11,25
Client/InitStateSetupCLOUDMO6.2,2020-11,52
Client/SetVersionMessageCLOUDMO6.2,2020-11,51
Client/Init/CLOUDMO6.2,2020-11,19
Client/Unlock/CLOUDMO6.2,2020-11,7
WebApi/UnLock/CLOUDMO6.2,2020-11,10
SearchEntity: zazurecloudairequirement-index,2020-11,26
WebApi/UnLock/AMO,2020-11,4
SearchEntity: virtuosoprojectrecc,2020-11,10
Client/ForceReleaseCheckOutD365,2020-11,4
WebApi/Init/AzCF,2020-11,11
Client/PublishToCompassOneAWC2003,2020-11,6
Client/Save/AWC2003,2020-11,6
Client/Unlock/ADH,2020-11,2
WebApi/UnLock/ADH,2020-11,2
WebApi/Lock/D365,2020-11,19
Client/Lock/D365,2020-11,19
WebApi/Lock/AWC2003,2020-11,1
WebApi/Refresh/AzCF,2020-11,8
Client/Init/AzCF,2020-11,10
Client/InitStateSetupAzCF,2020-11,10
Client/SetVersionMessageAzCF,2020-11,8
Client/Refresh/AzCF,2020-11,6
Client/RefreshVersionCommentsAzCF,2020-11,6
Client/GetOpportunityDataAzCF,2020-11,6
Client/Lock/AWC2003,2020-11,1
Client/PublishToCompassOneD365,2020-11,33
WebApi/Init/CLOUDMO6.2,2020-11,23
Client/Lock/CLOUDMO6.2,2020-11,2
WebApi/Lock/CLOUDMO6.2,2020-11,2
Client/PublishToCompassOneCLOUDMO6.2,2020-11,5
WebApi/Refresh/CLOUDMO6.2,2020-11,39
WebApi/AutoLock/CLOUDMO6.2,2020-11,10
SearchAction: Customer Opportunities,2020-11,3
Client/WriteOpportunityDetailsCLOUDMO6.2,2020-11,1
WebApi/Estimate/CLOUDMO6.2,2020-11,16
Client/Save/CLOUDMO6.2,2020-11,29
Client/Estimate/CLOUDMO6.2,2020-11,12
WebApi/Save/CLOUDMO6.2,2020-11,27
WebApi/AutoLock/AzCF,2020-11,2
SearchEntity: cadrequirement-index,2020-11,11
Client/RequestForEdit/D365,2020-11,2
WebApi/RequestToEdit/D365,2020-11,2
Client/ForceReleaseCheckOutCAD,2020-11,5
WebApi/Estimate/O365,2020-11,24
WebApi/Refresh/ECAS,2020-11,11
WebApi/AutoLock/ECAS,2020-11,3
WebApi/Init/ECAS,2020-11,6
Client/Refresh/ECAS,2020-11,7
Client/GetOpportunityDataECAS,2020-11,3
Client/RefreshVersionCommentsECAS,2020-11,7
WebApi/UnLock/ECAS,2020-11,2
WebApi/Refresh/MADMW,2020-11,9
Client/InitStateSetupECAS,2020-11,16
Client/SetVersionMessageECAS,2020-11,18
Client/Init/ECAS,2020-11,6
Client/WriteOpportunityDetailsAMO,2020-11,1
Client/RefreshVersionCommentsMADMW,2020-11,7
Client/GetOpportunityDataMADMW,2020-11,5
Client/Refresh/MADMW,2020-11,7
Client/RequestForEdit/MADMW,2020-11,2
WebApi/RequestToEdit/CAD,2020-11,12
Client/SavingWPM,2020-11,10
Client/InitStateSetupMADMW,2020-11,13
Client/Init/MADMW,2020-11,10
WebApi/Init/MADMW,2020-11,11
WebApi/RequestToEdit/MADMW,2020-11,2
Client/RequestForEdit/CAD,2020-11,12
Client/SavingAMO,2020-11,2
Client/PublishToCompassOneAMO,2020-11,4
Client/Unlock/AMO,2020-11,3
Client/Lock/AzCF2009,2020-11,1
SearchEntity: smc-search-index,2020-11,2
WebApi/Lock/AzCF2009,2020-11,1
WebApi/Save/ECAS,2020-11,5
WebApi/Estimate/ECAS,2020-11,5
Client/Save/ECAS,2020-11,5
Client/Estimate/ECAS,2020-11,5
WebApi/Estimate/SMCD365,2020-11,4
ExportSearchResults,2020-11,1
Client/PublishToCompassOneECAS,2020-11,4
Client/UnPublishFromCompassOneAMO,2020-11,1
Client/CreateNewVersion/CLOUDMO6.2,2020-11,2
Client/CreateVersionCLOUDMO6.2,2020-11,1
SearchEntity: d365search-index,2020-11,3
Client/SetVersionMessageMADMW,2020-11,9
WebApi/UnLock/MADMW,2020-11,1
Client/Unlock/MADMW,2020-11,1
WebApi/AutoLock/MADMW,2020-11,2
Client/PublishToCompassOneCCoE,2020-11,2
Client/MarkForReviewCLOUDMO6.2,2020-11,1
WebApi/UnLock/CCoE,2020-11,1
Client/UnPublishFromCompassOneD365,2021-11,2
Client/PublishToCompassOneMWSCE,2021-11,12
Client/CreateVersionD365,2021-11,15
WebApi/CreateVersion/Microsoft.OneEstimator.Services.Entities.AppInsightData,2021-11,14
Client/CreateNewVersion/D365,2021-11,11
Client/DownloadTemplateWPM1.3,2021-11,4
Client/ForceReleaseCheckOutCAD,2021-11,14
WebApi/Init/SECOFFERS_CCE,2021-11,27
WebApi/UnLock/SECOFFERS_ASMv3.0,2021-11,4
Client/DownloadTemplateCONSMPTN,2021-11,9
Client/UpgradeVersionCONSMPTN,2021-11,5
UserFeedback,2021-11,2
Client/UnPublishFromCompassOneCONSMPTN,2021-10,39
Client/PublishToCompassOneMWSC-LED,2021-10,10
Client/WriteOpportunityDetailsMWSC-LED,2021-10,6
Client/UnPublishFromCompassOneCAD,2021-10,19
WebApi/Save/MWSCE,2021-07,45
WebApi/Estimate/MWSCE,2021-07,19
Client/Estimate/MWSCE,2021-07,18
Client/SetVersionMessageMWSCE,2021-07,92
Client/Save/MWSCE,2021-07,61
WebApi/AutoLock/MWSCE,2021-07,27
Client/PublishToCompassOneMWSCE,2021-07,13
WebApi/UnLock/MWSCE,2021-07,22
Client/GetOpportunityDataMWSCE,2021-07,36
Client/Unlock/ECAS,2021-07,3
WebApi/UnLock/ECAS,2021-07,3
Client/ForceReleaseCheckOutD365,2021-07,22
Client/WriteOpportunityDetailsAzCF2009,2021-07,11
WebApi/UnLock/AzCF2009,2021-07,52
Client/Unlock/AzCF2009,2021-07,33
Client/RequestForEdit/D365,2021-07,18
Client/ForceReleaseCheckOutCONSMPTN,2021-07,5
WebApi/Lock/WPM1.3,2021-07,14
Client/Lock/WPM1.3,2021-07,14
Client/SetVersionMessageMADMW1.2,2021-07,9
WebApi/Estimate/SECOFFERS_CCE,2021-07,21
WebApi/Lock/SECOFFERS_CCE,2021-07,9
WebApi/Init/SECOFFERS_CCE,2021-07,30
Client/Lock/ECAS,2021-07,1
WebApi/Lock/ECAS,2021-07,1
Client/WriteOpportunityDetailsMADMW1.3,2021-07,3
WebApi/RequestToEdit/D365,2021-07,20
Client/RefreshVersionCommentsAMO,2021-07,1
Client/InitStateSetupAMO,2021-07,2
Client/Refresh/AMO,2021-07,1
WebApi/RequestToEdit/AzCF2009,2021-07,3
Client/RequestForEdit/AzCF2009,2021-07,3
WebApi/Lock/AzCF2009,2021-07,11
Client/Lock/AzCF2009,2021-07,11
Client/Init/AMO,2021-07,1
WebApi/Init/AMO,2021-07,1
WebApi/Refresh/AMO,2021-07,1
WebApi/Estimate/SECOFFERS_ZTS,2021-07,16
Client/ForceReleaseCheckOutCAD,2021-07,12
Client/WriteOpportunityDetailsAMO2104,2021-07,4
WebApi/Lock/SECOFFERS_ZTS,2021-07,11
WebApi/Init/SECOFFERS_ZTS,2021-07,29
WebApi/UnLock/ADH,2021-07,6
Client/UnPublishFromCompassOneADH2.0,2021-07,2
Client/SavingADH2.0,2021-07,6
WebApi/Init/ADH,2021-07,13
WebApi/Refresh/ADH,2021-07,14
WebApi/Lock/ADH,2021-07,1
Client/Lock/ADH2.0,2021-07,1
WebApi/AutoLock/ADH,2021-07,5
Client/ForceReleaseCheckOutAzCF2009,2021-07,1
Client/InitStateSetupAWC2003,2021-07,34
Client/SetVersionMessageAWC2003,2021-07,40
Client/Init/AWC2003,2021-07,15
WebApi/AutoLock/AWC2003,2021-07,16
WebApi/Init/AWC2003,2021-07,18
WebApi/Refresh/AWC2003,2021-07,29
Client/Refresh/AWC2003,2021-07,14
Client/GetOpportunityDataAWC2003,2021-07,13
Client/RefreshVersionCommentsAWC2003,2021-07,13
WebApi/Save/AWC2003,2021-07,13
Client/PublishToCompassOneAWC2003,2021-07,13
Client/Save/AWC2003,2021-07,15
Client/Estimate/AWC2003,2021-07,12
WebApi/Estimate/AWC2003,2021-07,12
Client/Unlock/AWC2003,2021-07,6
WebApi/UnLock/AWC2003,2021-07,10
Client/DownloadTemplateCAD,2020-12,27
WebApi/Lock/AzCF2009,2020-12,11
Client/Lock/AzCF2009,2020-12,11
Client/GetOpportunityDataAMO,2020-12,51
WebApi/AutoLock/AMO,2020-12,34
Client/WriteOpportunityDetailsADH,2020-12,3
Client/WriteOpportunityDetailsAzCF2009,2020-12,15
Client/SavingAMO,2020-12,34
WebApi/UnLock/AMO,2020-12,32
Client/DownloadTemplateAzCF2009,2020-12,2
Client/Lock/ADH,2020-12,2
